iata_code,airport_name,city,country_code,country_name,airport_type,coordinates
WWY,West Wyalong Airport,West Wyalong,AU,Australia,medium_airport,"-33.9371986389, 147.190994263"
WYA,Whyalla Airport,Whyalla,AU,Australia,medium_airport,"-33.05889892578125, 137.51400756835938"
WYN,Wyndham Airport,,AU,Australia,small_airport,"-15.5114, 128.153"
XCO,Colac Airport,Colac,AU,Australia,small_airport,"-38.286701, 143.679993"
XMC,Mallacoota Airport,,AU,Australia,small_airport,"-37.59830093383789, 149.72000122070312"
XML,Minlaton Airport,,AU,Australia,small_airport,"-34.743801, 137.529087"
XMY,Yam Island Airport,Yam Island,AU,Australia,small_airport,"-9.899187, 142.774265"
XRH,RAAF Base Richmond,Richmond,AU,Australia,medium_airport,"-33.604652, 150.783051"
XTG,Thargomindah Airport,Thargomindah,AU,Australia,medium_airport,"-27.986368, 143.812065"
XTO,Taroom Airport,,AU,Australia,small_airport,"-25.801701, 149.899994"
XTR,Tara Airport,,AU,Australia,small_airport,"-27.163054, 150.476423"
YLG,Yalgoo Airport,Yalgoo,AU,Australia,small_airport,"-28.355300903299998, 116.683998108"
YUE,Yuendumu Airport,,AU,Australia,small_airport,"-22.2542, 131.781998"
ZBL,Biloela Airport,Biloela,AU,Australia,small_airport,"-24.320816, 150.509627"
ZBO,Bowen Airport,Bowen,AU,Australia,small_airport,"-20.017999, 148.215245"
ZGL,South Galway Airport,,AU,Australia,small_airport,"-25.6833, 142.108002"
ZNE,Newman Airport,Newman,AU,Australia,medium_airport,"-23.417800903299998, 119.803001404"
ZVG,Springvale Airport,Springvale,AU,Australia,small_airport,"-17.7869, 127.669998"
AUA,Queen Beatrix International Airport,Oranjestad,AW,AW,large_airport,"12.5014, -70.015198"
FZL,Fuzuli International Airport,Fuzuli,AZ,Azerbaijan,small_airport,"39.594578, 47.196128"
GBB,Gabala International Airport,Gabala,AZ,Azerbaijan,medium_airport,"40.808617, 47.725389"
GNJ,Ganja International Airport,Ganja,AZ,Azerbaijan,medium_airport,"40.737701, 46.3176"
GYD,Heydar Aliyev International Airport,Baku,AZ,Azerbaijan,large_airport,"40.467498779296875, 50.04669952392578"
LLK,Lankaran International Airport,Lankaran,AZ,Azerbaijan,small_airport,"38.757919, 48.807042"
NAJ,Nakhchivan Airport,Nakhchivan,AZ,Azerbaijan,medium_airport,"39.18880081176758, 45.45840072631836"
YLV,Yevlakh Airport,Yevlakh,AZ,Azerbaijan,small_airport,"40.631901, 47.141899"
ZTU,Zaqatala International Airport,Zaqatala,AZ,Azerbaijan,medium_airport,"41.557823, 46.669464"
ZXT,Zabrat Airport,Zabrat,AZ,Azerbaijan,medium_airport,"40.494884, 49.977065"
ZZE,Zangilan International Airport,Zangilan,AZ,Azerbaijan,small_airport,"39.11443, 46.74392"
BNX,Banja Luka International Airport,Mahovljani,BA,Bosnia and Herzegovina,medium_airport,"44.941399, 17.297501"
OMO,Mostar International Airport,Mostar,BA,Bosnia and Herzegovina,medium_airport,"43.282901763916016, 17.84589958190918"
SJJ,Sarajevo International Airport,Sarajevo,BA,Bosnia and Herzegovina,large_airport,"43.8246, 18.331499"
TZL,Tuzla International Airport,Dubrave Gornje,BA,Bosnia and Herzegovina,medium_airport,"44.458698, 18.7248"
BGI,Grantley Adams International Airport,Bridgetown,BB,Barbados,medium_airport,"13.0746, -59.4925"
BZL,Barisal Airport,Barisal,BD,Bangladesh,medium_airport,"22.801000595092773, 90.30120086669922"
CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD,Bangladesh,medium_airport,"22.249599, 91.813301"
CLA,Comilla Airport,Comilla,BD,Bangladesh,small_airport,"23.437201, 91.189697"
CXB,Cox's Bazar Airport,Cox's Bazar,BD,Bangladesh,medium_airport,"21.452199935913086, 91.96389770507812"
DAC,Hazrat Shahjalal International Airport,Dhaka,BD,Bangladesh,large_airport,"23.843347, 90.397783"
IRD,Ishurdi Airport,Ishurdi,BD,Bangladesh,medium_airport,"24.1525, 89.0494"
JSR,Jessore Airport,Jashore (Jessore),BD,Bangladesh,medium_airport,"23.1838, 89.160797"
RJH,Shah Mokhdum Airport,Rajshahi,BD,Bangladesh,medium_airport,"24.43720054626465, 88.61650085449219"
SPD,Saidpur Airport,Saidpur,BD,Bangladesh,medium_airport,"25.759199142456055, 88.90889739990234"
TKR,Thakurgaon Airport,Thakurgaon,BD,Bangladesh,small_airport,"26.016399, 88.403603"
ZHM,Shamshernagar Airport,Shamshernagar,BD,Bangladesh,small_airport,"24.398333, 91.916944"
ZYL,Osmany International Airport,Sylhet,BD,Bangladesh,medium_airport,"24.963832, 91.864843"
ANR,Antwerp International Airport (Deurne),Antwerp,BE,Belgium,medium_airport,"51.190667, 4.463153"
BRU,Brussels Airport,Zaventem,BE,Belgium,large_airport,"50.901402, 4.48444"
CRL,Brussels South Charleroi Airport,Charleroi,BE,Belgium,medium_airport,"50.460982, 4.457158"
KJK,Flanders International Airport Kortrijk-Wevelgem,Wevelgem,BE,Belgium,medium_airport,"50.818878, 3.209551"
LGG,Liège Airport,Grâce-Hollogne,BE,Belgium,medium_airport,"50.638574, 5.443897"
OBL,Oostmalle Airfield,Zoersel,BE,Belgium,small_airport,"51.269092, 4.762428"
OST,Oostende-Brugge International Airport,Oostende,BE,Belgium,medium_airport,"51.1998, 2.874673"
ARL,Arly Airport,Arly,BF,Burkina Faso,small_airport,"11.597, 1.483"
BNR,Banfora Airport,Banfora,BF,Burkina Faso,small_airport,"10.688861, -4.727726"
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,Burkina Faso,medium_airport,"11.160099983215332, -4.33096981048584"
DGU,Dedougou Airport,Dedougou,BF,Burkina Faso,small_airport,"12.459, -3.49"
DIP,Diapaga Airport,Diapaga,BF,Burkina Faso,small_airport,"12.060324, 1.784631"
DOR,Dori Airport,Dori,BF,Burkina Faso,small_airport,"14.021638, -0.068207"
FNG,Fada N'gourma Airport,Fada N'gourma,BF,Burkina Faso,small_airport,"12.033, 0.35"
OUA,Ouagadougou Airport,Ouagadougou,BF,Burkina Faso,medium_airport,"12.3532, -1.51242"
OUG,Ouahigouya Airport,Ouahigouya,BF,Burkina Faso,small_airport,"13.655287, -2.322067"
PUP,Po Airport,Po,BF,Burkina Faso,small_airport,"11.179139, -1.148472"
TEG,Tenkodogo Airport,Tenkodogo,BF,Burkina Faso,small_airport,"11.801149, -0.371377"
TMQ,Tambao Airport,Tambao,BF,Burkina Faso,small_airport,"14.790874, 0.039492"
TUQ,Tougan Airport,Tougan,BF,Burkina Faso,small_airport,"13.059091, -3.077291"
XAR,Aribinda Airport,Aribinda,BF,Burkina Faso,small_airport,"14.217000007600001, -0.883000016212"
XBG,Bogande Airport,Bogande,BF,Burkina Faso,small_airport,"12.983, -0.167"
XBO,Boulsa Airport,Boulsa,BF,Burkina Faso,small_airport,"12.65, -0.567"
XDE,Diebougou Airport,Diebougou,BF,Burkina Faso,small_airport,"10.95, -3.25"
XDJ,Djibo Airport,Djibo,BF,Burkina Faso,small_airport,"14.125, -1.624722"
XGA,Gaoua Airport,Gaoua,BF,Burkina Faso,small_airport,"10.384059, -3.163454"
XGG,Gorom-Gorom Airport,Gorom-Gorom,BF,Burkina Faso,small_airport,"14.454174, -0.218644"
XKA,Kantchari Airport,Kantchari,BF,Burkina Faso,small_airport,"12.464046, 1.492939"
XKY,Kaya Airport,Kaya,BF,Burkina Faso,small_airport,"13.067, -1.1"
XLU,Leo Airport,Leo,BF,Burkina Faso,small_airport,"11.1, -2.1"
XNU,Nouna Airport,Nouna,BF,Burkina Faso,small_airport,"12.75, -3.867000103"
XPA,Pama Airport,Pama,BF,Burkina Faso,small_airport,"11.25, 0.7"
XSE,Sebba Airport,Sebba,BF,Burkina Faso,small_airport,"13.45, 0.517"
XZA,Zabré Airport,Zabré,BF,Burkina Faso,small_airport,"11.167, -0.617"
BOJ,Burgas Airport,Burgas,BG,Bulgaria,large_airport,"42.569917, 27.515173"
GOZ,Gorna Oryahovitsa Airport,Gorna Oryahovitsa,BG,Bulgaria,medium_airport,"43.151402, 25.7129"
HKV,Malevo Airfield,Malevo,BG,Bulgaria,small_airport,"41.871799, 25.604799"
JAM,Bezmer Air Base,Bezmer,BG,Bulgaria,medium_airport,"42.454899, 26.3522"
PDV,Plovdiv International Airport,Plovdiv,BG,Bulgaria,medium_airport,"42.067799, 24.8508"
ROU,Ruse Airport,Shtraklevo,BG,Bulgaria,small_airport,"43.694801, 26.0567"
SOF,Sofia Airport,Sofia,BG,Bulgaria,large_airport,"42.696357, 23.417671"
SZR,Stara Zagora Airport,Stara Zagora,BG,Bulgaria,small_airport,"42.3766667, 25.655"
VAR,Varna Airport,Varna,BG,Bulgaria,large_airport,"43.232101, 27.8251"
BAH,Bahrain International Airport,Manama,BH,Bahrain,large_airport,"26.267295, 50.63764"
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,Burundi,medium_airport,"-3.32402, 29.318501"
GID,Gitega Airport,Gitega,BI,Burundi,small_airport,"-3.417209, 29.911308"
KRE,Kirundo Airport,Kirundo,BI,Burundi,small_airport,"-2.544772, 30.094575"
COO,Cadjehoun Airport,Cotonou,BJ,Benin,medium_airport,"6.357230186462402, 2.384350061416626"
DJA,Djougou Airport,Djougou,BJ,Benin,small_airport,"9.69208333333, 1.63777777778"
KDC,Kandi Airport,Kandi,BJ,Benin,small_airport,"11.14479, 2.940381"
NAE,Natitingou Airport,Natitingou,BJ,Benin,small_airport,"10.376965, 1.360507"
PKO,Parakou Airport,Parakou,BJ,Benin,small_airport,"9.35768985748291, 2.609679937362671"
SVF,Savé Airport,Savé,BJ,Benin,small_airport,"8.018170356750488, 2.4645800590515137"
SBH,Saint Barthélemy - Gustaf III Airport,Gustavia,BL,BL,medium_airport,"17.9044, -62.843601"
BDA,L.F. Wade International Airport,Hamilton,BM,BM,medium_airport,"32.363998, -64.678703"
BWN,Brunei International Airport,Bandar Seri Begawan,BN,Brunei,large_airport,"4.9442, 114.928001"
APB,Apolo Airport,Apolo,BO,Bolivia,small_airport,"-14.7356, -68.411903"
ASC,Ascención De Guarayos Airport,Ascensión de Guarayos,BO,Bolivia,small_airport,"-15.9303, -63.1567"
BJO,Bermejo Airport,Bermejo,BO,Bolivia,medium_airport,"-22.7733001709, -64.31289672850001"
BVK,Huacaraje Airport,Itenes,BO,Bolivia,small_airport,"-13.605556, -63.879444"
BVL,Baures Airport,Baures,BO,Bolivia,small_airport,"-13.654426, -63.704718"
BYC,Yacuiba Airport,Yacuíba,BO,Bolivia,medium_airport,"-21.960899353027344, -63.65169906616211"
CAM,Camiri Airport,Camiri,BO,Bolivia,small_airport,"-20.00656, -63.527827"
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,Bolivia,medium_airport,"-17.421100616455078, -66.1771011352539"
CCA,Chimore Airport,Chimore,BO,Bolivia,small_airport,"-16.976834, -65.145568"
CEP,Concepción Airport,Concepción,BO,Bolivia,small_airport,"-16.142688, -62.026595"
CIJ,Capitán Aníbal Arab Airport,Cobija,BO,Bolivia,medium_airport,"-11.040399551400002, -68.7829971313"
GYA,Guayaramerín Airport,Guayaramerín,BO,Bolivia,medium_airport,"-10.88856, -65.380955"
LPB,El Alto International Airport,La Paz / El Alto,BO,Bolivia,medium_airport,"-16.5132999420166, -68.19229888916016"
MGD,Magdalena Airport,Magdalena,BO,Bolivia,small_airport,"-13.2607483767, -64.0607643127"
MHW,Monteagudo Airport,El Bañado,BO,Bolivia,small_airport,"-19.827, -63.960999"
MQK,San Matías Airport,San Matías,BO,Bolivia,small_airport,"-16.339199, -58.401901"
ORU,Juan Mendoza Airport,Oruro,BO,Bolivia,medium_airport,"-17.962601, -67.076202"
POI,Capitan Nicolas Rojas Airport,Potosí,BO,Bolivia,medium_airport,"-19.543331, -65.723734"
PSZ,Capitán Av. Salvador Ogaya G. airport,Puerto Suárez,BO,Bolivia,medium_airport,"-18.975301, -57.820599"
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,BO,Bolivia,small_airport,"-11.107663, -67.551155"
RBO,Roboré Airport,Roboré,BO,Bolivia,small_airport,"-18.328224, -59.765339"
RBQ,Rurrenabaque Airport,Rurrenabaque,BO,Bolivia,small_airport,"-14.4279, -67.496803"
REY,Reyes Airport,Reyes,BO,Bolivia,small_airport,"-14.3044, -67.353401"
RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,BO,Bolivia,medium_airport,"-11.009355, -66.075468"
SBL,Santa Ana Del Yacuma Airport,Santa Ana del Yacuma,BO,Bolivia,medium_airport,"-13.762200355500001, -65.4352035522"
SJB,San Joaquín Airport,San Joaquín,BO,Bolivia,small_airport,"-13.0528, -64.661697"
SJS,San José De Chiquitos Airport,San José de Chiquitos,BO,Bolivia,small_airport,"-17.830799, -60.743099"
SJV,San Javier Airport,San Javier,BO,Bolivia,small_airport,"-16.2708, -62.470299"
SNG,Capitán Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco,BO,Bolivia,small_airport,"-16.38719, -60.962318"
SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos,BO,Bolivia,small_airport,"-14.9658, -65.6338"
SRB,Santa Rosa De Yacuma Airport,Santa Rosa,BO,Bolivia,small_airport,"-14.0662, -66.786797"
SRD,San Ramón Airport,San Ramón / Mamoré,BO,Bolivia,small_airport,"-13.2639, -64.603897"
SRE,Alcantarí Airport,Yamparaez,BO,Bolivia,medium_airport,"-19.246835, -65.149611"
SRJ,Capitán Av. German Quiroga G. Airport,San Borja,BO,Bolivia,small_airport,"-14.8592, -66.737503"
SRZ,El Trompillo Airport,Santa Cruz,BO,Bolivia,medium_airport,"-17.8115997314, -63.1715011597"
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,Bolivia,medium_airport,"-14.8186998367, -64.9179992676"
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,Bolivia,medium_airport,"-21.5557, -64.701302"
UYU,Uyuni Joya Andina Airport,Quijarro,BO,Bolivia,small_airport,"-20.441304, -66.857553"
VAH,Capitán Av. Vidal Villagomez Toledo Airport,Vallegrande,BO,Bolivia,small_airport,"-18.4825, -64.099403"
VLM,Teniente Coronel Rafael Pabón Airport,Villamontes,BO,Bolivia,medium_airport,"-21.255199432399998, -63.4056015015"
VVI,Viru Viru International Airport,Santa Cruz,BO,Bolivia,large_airport,"-17.6448, -63.135399"
BON,Flamingo International Airport,Kralendijk,BQ,BQ,large_airport,"12.131, -68.268501"
EUX,F. D. Roosevelt Airport,Oranjestad,BQ,BQ,medium_airport,"17.4965, -62.979401"
SAB,Juancho E. Yrausquin Airport,Zion's Hill,BQ,BQ,medium_airport,"17.645351, -63.220571"
AAI,Arraias Airport,Arraias,BR,Brazil,small_airport,"-13.025154, -46.884107"
AAX,Romeu Zema Airport,Araxá,BR,Brazil,medium_airport,"-19.5632, -46.9604"
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,BR,Brazil,medium_airport,"-9.866389, -56.106298"
AIF,Marcelo Pires Halzhausen Airport,Assis,BR,Brazil,small_airport,"-22.638601, -50.455983"
AIR,Aripuanã Airport,Aripuanã,BR,Brazil,small_airport,"-10.187375, -59.457469"
AIY,Araçuaí Airport,Araçuaí,BR,Brazil,small_airport,"-16.851571, -42.045633"
AJU,Aracaju - Santa Maria International Airport,Aracaju,BR,Brazil,medium_airport,"-10.984, -37.070301"
ALQ,Alegrete Novo Airport,Alegrete,BR,Brazil,small_airport,"-29.811595, -55.894707"
ALT,Alenquer Municipal Airport,Alenquer,BR,Brazil,small_airport,"-1.917, -54.7231"
AMJ,Cirilo Queiróz Airport,Almenara,BR,Brazil,small_airport,"-16.165579, -40.684024"
APQ,Arapiraca Airport,Arapiraca,BR,Brazil,small_airport,"-9.776589, -36.628983"
APS,Anápolis Airport,Anápolis,BR,Brazil,small_airport,"-16.363575, -48.9288"
APU,Captain João Busse Airport,Apucarana,BR,Brazil,small_airport,"-23.609099, -51.384301"
APX,Arapongas Airport,Arapongas,BR,Brazil,small_airport,"-23.352636, -51.491967"
APY,Alto Parnaíba Airport,Alto Parnaíba,BR,Brazil,small_airport,"-9.083611, -45.950558"
AQA,Araraquara Airport,Araraquara,BR,Brazil,medium_airport,"-21.812, -48.132999"
AQM,Ariquemes Airport,Ariquemes,BR,Brazil,small_airport,"-9.880436, -63.047115"
ARS,Aragarças Airport,Aragarças,BR,Brazil,small_airport,"-15.8994, -52.2411"
ARU,Araçatuba Airport,Araçatuba,BR,Brazil,medium_airport,"-21.141479, -50.424575"
ARX,Aracati Dragão do Mar Regional Airport,Aracati,BR,Brazil,medium_airport,"-4.568896, -37.805135"
ATM,Altamira Interstate Airport,Altamira,BR,Brazil,medium_airport,"-3.253144, -52.253938"
AUX,Araguaína Airport,Araguaína,BR,Brazil,medium_airport,"-7.22787, -48.240501"
AXE,Xanxerê Airport,Xanxerê,BR,Brazil,small_airport,"-26.875067, -52.372862"
AZL,Fazenda Tucunaré Airport,Sapezal,BR,Brazil,small_airport,"-13.465528, -58.866935"
BAT,Chafei Amsei Airport,Barretos,BR,Brazil,medium_airport,"-20.584631, -48.594125"
BAZ,Barcelos Airport,Barcelos,BR,Brazil,small_airport,"-0.981191, -62.918603"
BCR,Novo Campo Airport,Boca do Acre,BR,Brazil,small_airport,"-8.83456, -67.312401"
BDC,Barra do Corda Airport,Barra do Corda,BR,Brazil,small_airport,"-5.5025, -45.215833"
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,Brazil,large_airport,"-1.379279, -48.476207"
BFH,Bacacheri Airport,Curitiba,BR,Brazil,medium_airport,"-25.4051, -49.231998"
BGV,Aeroclube de Bento Gonçalves Airport,Bento Gonçalves,BR,Brazil,small_airport,"-29.147424, -51.540791"
BGX,Comandante Gustavo Kraemer Airport,Bagé,BR,Brazil,medium_airport,"-31.390499, -54.112202"
BJP,Estadual Arthur Siqueira Airport,Bragança Paulista,BR,Brazil,small_airport,"-22.978822, -46.537131"
BMS,Sócrates Mariani Bittencourt Airport,Brumado,BR,Brazil,small_airport,"-14.2554, -41.817501"
BNU,Blumenau Airport,Blumenau,BR,Brazil,small_airport,"-26.831661, -49.093569"
BPG,Barra do Garças Airport,Barra do Garças,BR,Brazil,medium_airport,"-15.861417, -52.389008"
BPS,Porto Seguro Airport,Porto Seguro,BR,Brazil,large_airport,"-16.438426, -39.080584"
BQQ,Barra Airport,Barra,BR,Brazil,small_airport,"-11.0808, -43.147499"
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR,Brazil,small_airport,"-12.0789, -45.008999"
BRB,Barreirinhas National Airport,Barreirinhas,BR,Brazil,small_airport,"-2.756644, -42.803187"
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,Brazil,large_airport,"-15.869167, -47.920834"
BSS,Balsas Airport,Balsas,BR,Brazil,small_airport,"-7.525305, -46.053364"
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,BR,Brazil,medium_airport,"2.845855, -60.690944"
BVH,Brigadeiro Camarão Airport,Vilhena,BR,Brazil,medium_airport,"-12.6944, -60.098301"
BVM,Belmonte Airport,Belmonte,BR,Brazil,small_airport,"-15.8717, -38.871899"
BVS,Breves Airport,Breves,BR,Brazil,small_airport,"-1.63653, -50.4436"
BYO,Bonito Airport,Bonito,BR,Brazil,small_airport,"-21.2473, -56.452399"
BZC,Umberto Modiano Airport,Cabo Frio,BR,Brazil,medium_airport,"-22.770881, -41.96308"
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,Brazil,medium_airport,"-25.000323, -53.501208"
CAF,Carauari Airport,Carauari,BR,Brazil,small_airport,"-4.871473, -66.897552"
CAU,Caruaru Airport,Caruaru,BR,Brazil,small_airport,"-8.28239, -36.0135"
CAW,Bartolomeu Lisandro Airport,Campos Dos Goytacazes,BR,Brazil,medium_airport,"-21.698299, -41.301701"
CBW,Campo Mourão Airport,Campo Mourão,BR,Brazil,small_airport,"-24.009199, -52.3568"
CCI,Olavo Cecco Rigon Airport,Concórdia,BR,Brazil,small_airport,"-27.180511, -52.051755"
CCM,Forquilhinha - Criciúma  Airport,Criciúma,BR,Brazil,medium_airport,"-28.725743, -49.424475"
CCX,Cáceres Airport,Cáceres,BR,Brazil,small_airport,"-16.0436, -57.629902"
CDI,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,Cachoeiro do Itapemirim,BR,Brazil,small_airport,"-20.834299, -41.1856"
CDJ,Conceição do Araguaia Airport,Conceição do Araguaia,BR,Brazil,medium_airport,"-8.34835, -49.301498"
CEL,Canela Airport,Canela,BR,Brazil,small_airport,"-29.370091, -50.831729"
CFB,Cabo Frio Airport,Cabo Frio,BR,Brazil,small_airport,"-22.921485, -42.071874"
CFC,Doctor Carlos Alberto da Costa Neves Airport,Caçador,BR,Brazil,small_airport,"-26.787423, -50.939942"
CFO,Confresa Airport,Confresa,BR,Brazil,small_airport,"-10.633296, -51.565836"
CGB,Marechal Rondon Airport,Cuiabá,BR,Brazil,medium_airport,"-15.6529, -56.116699"
CGH,Congonhas Airport,São Paulo,BR,Brazil,medium_airport,"-23.627657, -46.654601"
CGR,Campo Grande Airport,Campo Grande,BR,Brazil,medium_airport,"-20.469998, -54.673988"
CHD,Mucugê Airport,Mucugê,BR,Brazil,small_airport,"-13.0312, -41.444099"
CIZ,Coari Airport,Coari,BR,Brazil,small_airport,"-4.13406, -63.132599"
CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR,Brazil,small_airport,"-6.8827, -38.61583"
CKO,Cornélio Procópio Airport,Cornélio Procópio,BR,Brazil,small_airport,"-23.152711, -50.602868"
CKS,Carajás Airport,Parauapebas,BR,Brazil,medium_airport,"-6.117841, -50.003372"
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,BR,Brazil,medium_airport,"-7.32044, -47.458698"
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,Brazil,small_airport,"-17.725096, -48.606324"
CMC,Camocim - Pinto Martins Airport,Camocim,BR,Brazil,small_airport,"-2.895596, -40.859299"
CMG,Corumbá International Airport,Corumbá,BR,Brazil,medium_airport,"-19.01193, -57.672772"
CMT,New Cametá Airport,Cametá,BR,Brazil,small_airport,"-2.2468, -49.56"
CNF,Tancredo Neves International Airport,Belo Horizonte,BR,Brazil,large_airport,"-19.63571, -43.966928"
CNV,Sócrates Rezende Airport,Canavieiras,BR,Brazil,small_airport,"-15.666999816895, -38.954700469971"
CPU,Cururupu Airport,Cururupu,BR,Brazil,small_airport,"-1.820006, -44.864065"
CPV,Presidente João Suassuna Airport,Campina Grande,BR,Brazil,medium_airport,"-7.269662, -35.896057"
CQA,Canarana Airport,Canarana,BR,Brazil,small_airport,"-13.574444, -52.270557"
CQS,Costa Marques Airport,Costa Marques,BR,Brazil,small_airport,"-12.4211, -64.251602"
CRQ,Caravelas Airport,Caravelas,BR,Brazil,medium_airport,"-17.6523, -39.253101"
CSS,Cassilândia Airport,Cassilândia,BR,Brazil,small_airport,"-19.146861, -51.676941"
CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul,BR,Brazil,small_airport,"-29.684099, -52.412201"
CTP,Carutapera Airport,Carutapera,BR,Brazil,small_airport,"-1.225365, -46.019057"
CTQ,Santa Vitória do Palmar Airport,Santa Vitória do Palmar,BR,Brazil,small_airport,"-33.502038, -53.344911"
CWB,Afonso Pena Airport,Curitiba,BR,Brazil,medium_airport,"-25.5285, -49.1758"
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,BR,Brazil,medium_airport,"-29.197183, -51.187647"
CZB,Carlos Ruhl Airport,Cruz Alta,BR,Brazil,small_airport,"-28.657934, -53.610095"
CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,BR,Brazil,medium_airport,"-7.59991, -72.769501"
DIQ,Brigadeiro Cabral Airport,Divinópolis,BR,Brazil,small_airport,"-20.180700302124, -44.870899200439"
DMT,Diamantino Airport,Diamantino,BR,Brazil,small_airport,"-14.376899719238281, -56.40039825439453"
DNO,Dianópolis Airport,Dianópolis,BR,Brazil,small_airport,"-11.5953998566, -46.846698761"
DOU,Dourados Airport,Dourados,BR,Brazil,small_airport,"-22.2019, -54.926601"
DTI,Diamantina Airport,Diamantina,BR,Brazil,small_airport,"-18.232000351, -43.650398254399995"
EEA,Planalto Serrano Regional Airport,Correia Pinto,BR,Brazil,medium_airport,"-27.634128, -50.358253"
ERM,Erechim Airport,Erechim,BR,Brazil,small_airport,"-27.663614, -52.271489"
ERN,Eirunepé Airport,Eirunepé,BR,Brazil,small_airport,"-6.63953, -69.879799"
FBA,Fonte Boa Airport,Fonte Boa,BR,Brazil,small_airport,"-2.5326099395800004, -66.0831985474"
FBE,Paulo Abdala Airport,Francisco Beltrão,BR,Brazil,small_airport,"-26.05938, -53.063827"
FEC,João Durval Carneiro Airport,Feira de Santana,BR,Brazil,small_airport,"-12.200694, -38.906164"
FEJ,Feijó Airport,Feijó,BR,Brazil,small_airport,"-8.141213, -70.340821"
FEN,Fernando de Noronha Airport,Fernando de Noronha,BR,Brazil,medium_airport,"-3.854471, -32.423302"
FLB,Cangapara Airport,Floriano,BR,Brazil,small_airport,"-6.84639, -43.077301"
FLN,Hercílio Luz International Airport,Florianópolis,BR,Brazil,large_airport,"-27.670279, -48.552502"
FOR,Pinto Martins International Airport,Fortaleza,BR,Brazil,large_airport,"-3.775833, -38.532222"
FRC,Tenente Lund Pressoto Airport,Franca,BR,Brazil,small_airport,"-20.592199, -47.3829"
GCV,Gravatai Airport,Gravatai,BR,Brazil,small_airport,"-29.9494, -50.98505"
GDP,Guadalupe Airport,Guadalupe,BR,Brazil,small_airport,"-6.782219886779785, -43.58219909667969"
GDR,Angra dos Reis Airport,Angra dos Reis,BR,Brazil,small_airport,"-22.9753, -44.307098"
GEL,Santo Ângelo Airport,Santo Ângelo,BR,Brazil,medium_airport,"-28.282503, -54.169623"
GGB,Frederico Carlos Müller Airport,Água Boa,BR,Brazil,small_airport,"-14.019959, -52.152003"
GGF,Almeirim Airport,Almeirim,BR,Brazil,small_airport,"-1.479524, -52.578214"
GGH,Engenheiro Gastão de Mesquita Filho Airport,Cianorte,BR,Brazil,small_airport,"-23.69157, -52.642091"
GGJ,Guaíra Airport,Guaíra,BR,Brazil,small_airport,"-24.0811, -54.1917"
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,Brazil,large_airport,"-22.809999, -43.250557"
GJM,Guajará-Mirim Airport,Guajará-Mirim,BR,Brazil,medium_airport,"-10.78641, -65.28486"
GMS,Antônio Guerreiro Airport,Guimarães,BR,Brazil,small_airport,"-2.109444, -44.651114"
GNM,Guanambi Airport,Guanambi,BR,Brazil,small_airport,"-14.2082, -42.746101"
GPB,Tancredo Thomas de Faria Airport,Guarapuava,BR,Brazil,small_airport,"-25.388327, -51.52349"
GRP,Gurupi Airport,Gurupi,BR,Brazil,small_airport,"-11.7396, -49.132198"
GRU,Guarulhos - Governador André Franco Montoro International Airport,São Paulo,BR,Brazil,large_airport,"-23.431944, -46.467778"
GUJ,Edu Chaves Field,Guaratinguetá,BR,Brazil,medium_airport,"-22.791599, -45.2048"
GUZ,Guarapari Airport,Guarapari,BR,Brazil,small_airport,"-20.6465, -40.491901"
GVR,Coronel Altino Machado Airport,Governador Valadares,BR,Brazil,medium_airport,"-18.895882, -41.982869"
GYN,Santa Genoveva Airport,Goiânia,BR,Brazil,medium_airport,"-16.632, -49.220699"
HRZ,Walter Bündchen Airport,Horizontina,BR,Brazil,small_airport,"-27.6383, -54.3391"
HUW,Humaitá Airport,Humaitá,BR,Brazil,small_airport,"-7.532120227810001, -63.072101593"
IDO,Santa Izabel do Morro Airport,Cristalândia,BR,Brazil,small_airport,"-11.57229995727539, -50.66619873046875"
